"","occurrence_no","record_type","reid_no","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","lng","lat","genus","genus_no","family","family_no","order","order_no","class","class_no","phylum","phylum_no","genus_name","species_name","species_reso","genus_reso","late_interval"
"1:82",461917,"occurrence",NA,45566,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"11964;11964",-110.939667,49.100048,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:83",461953,"occurrence",NA,45567,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"11964;11964",-110.94104,49.101849,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:84",462908,"occurrence",NA,45670,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"11964;11964",-110.840065,49.081963,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:85",462942,"occurrence",NA,45671,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"11964;11964",-110.684402,49.075459,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:86",462978,"occurrence",NA,45674,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"11964;11964",-110.68364,49.077595,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:87",463822,"occurrence",NA,45819,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Campanian",83.6,72.1,"11964;11964",-110.722214,49.1591,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:88",463925,"occurrence",NA,45821,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Campanian",83.6,72.1,"11964;11964",-110.719452,49.161789,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:89",463956,"occurrence",NA,45822,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"11964;11964",-110.700768,49.07629,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:90",464408,"occurrence",NA,45845,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Maastrichtian",72.1,66,"1129;1129",-107.648598,41.642502,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:91",464520,"occurrence",NA,45878,"Dynamosaurus n. gen. imperiosus n. sp.","species",56318,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"9259;9259",-104.411598,43.441799,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dynamosaurus","imperiosus","n. sp.","n. gen.",NA
"1:92",464678,"occurrence",NA,45893,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"11964;11964",-110.715843,49.074078,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:93",464713,"occurrence",NA,45894,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Campanian",83.6,72.1,"11964;11964",-110.70282,49.075844,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:94",464759,"occurrence",NA,45897,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"11964;11964",-110.732346,49.187008,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:95",464797,"occurrence",NA,45898,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"11964;11964",-110.73439,49.193851,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:96",464829,"occurrence",NA,45899,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"11964;11964",-110.659027,49.072575,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:97",465658,"occurrence",NA,14569,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Lancian",70.6,66,"3006;3006",-113.124603,52.3284,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:98",474103,"occurrence",NA,47034,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Maastrichtian",72.1,66,"23444;23444",-101.626297,45.530899,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:99",479416,"occurrence",NA,47787,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"12790;12790",-151,70,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:100",479686,"occurrence",NA,14488,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Judithian",83.5,70.6,"3010;3010",-103.199997,29.200001,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:101",483681,"occurrence",NA,14492,"Albertosaurus sp.","genus",38607,"Albertosaurus","genus",38607,"Middle Campanian",83.5,70.6,"13103;13103",-110.583298,48.9333,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sp.",NA,NA,"Late Campanian"
"1:102",487164,"occurrence",NA,48848,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"54064;54064",-106.455559,47.96389,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:103",487166,"occurrence",NA,48847,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"54064;54064",-106.455559,47.96389,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:104",487593,"occurrence",NA,49005,"Tyrannosaurus n. gen. rex n. sp.","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"9259;9259",-105.839996,48.286839,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex","n. sp.","n. gen.",NA
"1:105",488342,"occurrence",NA,14582,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Lancian",70.6,66,"13103;13103",-106.916702,47.0667,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:106",488363,"occurrence",NA,14585,"Tyrannosaurus cf. rex","species",54833,"Tyrannosaurus rex","species",54833,"Late Maastrichtian",70.6,66,"803;803",-104.637001,43.116329,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,"cf.",NA
"1:107",488378,"occurrence",NA,14654,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Lancian",70.6,66,"13103;13103",-106.266701,47.599998,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:108",489039,"occurrence",NA,14624,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Lancian",70.6,66,"13103;13103",-106.199997,47.633301,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:109",490989,"occurrence",31396,49523,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"13266;13266",-105.203766,39.751331,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:110",490995,"occurrence",NA,49523,"Tyrannosaurus ? sp.","genus",38613,"Tyrannosaurus","genus",38613,"Maastrichtian",72.1,66,"13266;13266",-105.203766,39.751331,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","sp.",NA,"?",NA
"1:111",491000,"occurrence",31394,49527,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Maastrichtian",72.1,66,"13266;13266",-105.011108,39.810833,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:112",491014,"occurrence",NA,49535,"Tyrannosaurus rex cf.","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"13266;13266",-105.110275,39.8675,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex","cf.",NA,NA
"1:113",491021,"occurrence",NA,49538,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"51520;51520",-105.016113,39.613335,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:114",491030,"occurrence",NA,49539,"Tyrannosaurus rex cf.","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"13266;13266",-105.036667,39.836666,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex","cf.",NA,NA
"1:115",491043,"occurrence",NA,49547,"Tyrannosaurus rex cf.","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"13266;13266",-105.110275,39.8675,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex","cf.",NA,NA
"1:116",491336,"occurrence",NA,22679,"Tyrannosauridae cf. indet.","family",38606,"Tyrannosauridae","family",38606,"Late Albian",105.3,93.5,"13288;13288",-111.038002,39.051498,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,"cf.","Early Cenomanian"
"1:117",491404,"occurrence",NA,14421,"Tyrannosauridae ? indet.","family",38606,"Tyrannosauridae","family",38606,"Early Campanian",83.5,70.6,"1414;1414",-112.899109,37.591667,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,"?",NA
"1:118",493052,"occurrence",NA,49800,"Tyrannosaurus luanchuanensis n. sp.","species",54835,"Tarbosaurus bataar","species",57254,"Campanian",83.6,72.1,"9256;9256",111.76667,33.933334,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","luanchuanensis","n. sp.",NA,NA
"1:119",501512,"occurrence",NA,14437,"Tyrannosauridae cf. indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"1487;1487",-109.900002,46.200001,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,"cf.","Late Campanian"
"1:120",501571,"occurrence",NA,50907,"Tyrannosauridae cf. indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"1487;1487",-109.66333,46.400002,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,"cf.","Late Campanian"
"1:121",513142,"occurrence",29776,51889,"Nanuqsaurus n. gen. hoglundi n. sp.","species",289802,"Nanuqsaurus hoglundi","species",289802,"Late Maastrichtian",70.6,66,"50357;50357",-151.51944,69.832222,"Nanuqsaurus",289801,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Nanuqsaurus","hoglundi","n. sp.","n. gen.",NA
"1:122",513164,"occurrence",19176,51890,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Early Maastrichtian",70.6,66,"13817;13817",-151.578232,70.071365,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:123",513169,"occurrence",NA,51893,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,66,"13817;13817",-151.536957,70.090096,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Late Maastrichtian"
"1:124",513510,"occurrence",NA,51983,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Early Campanian",83.5,70.6,"1965;1965",-108.667023,35.398357,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Middle Campanian"
"1:125",513524,"occurrence",NA,51987,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Santonian",85.8,70.6,"1965;1965",-106.941147,35.320316,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Early Campanian"
"1:126",513824,"occurrence",NA,52072,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,66,"13943;13943",-112.989502,49.9175,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Early Maastrichtian"
"1:127",513844,"occurrence",NA,14502,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Edmontonian",70.6,66,"13943;13943",-112.985298,49.912998,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:128",517548,"occurrence",NA,52481,"Daspletosaurus torosus","species",57258,"Daspletosaurus torosus","species",57258,"Campanian",83.6,72.1,"4205;4205",-111.616669,50.688,"Daspletosaurus",38608,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Daspletosaurus","torosus",NA,NA,NA
"1:129",517549,"occurrence",NA,52482,"Daspletosaurus torosus","species",57258,"Daspletosaurus torosus","species",57258,"Campanian",83.6,72.1,"4205;4205",-111.620003,50.650002,"Daspletosaurus",38608,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Daspletosaurus","torosus",NA,NA,NA
"1:130",517551,"occurrence",NA,52484,"Albertosaurus libratus","species",57255,"Gorgosaurus libratus","species",53194,"Campanian",83.6,72.1,"4205;4205",-111.620003,50.650002,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","libratus",NA,NA,NA
"1:131",517552,"occurrence",23643,52485,"Albertosaurus sarcophagus","species",56319,"Albertosaurus sarcophagus","species",56319,"Campanian",83.6,72.1,"34553;34553",-111.616669,50.688,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sarcophagus",NA,NA,NA
"1:132",518409,"occurrence",NA,52646,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"14144;14144",-110.76667,50.049999,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:133",519729,"occurrence",NA,52871,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"10608;10608",-104.072433,43.128304,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:134",519730,"occurrence",NA,52873,"Ornithomimus grandis n. sp.","species",57588,"Ornithomimus grandis","species",57588,"Campanian",83.6,72.1,"12250;12250",-108.935997,47.787487,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Ornithomimus","grandis","n. sp.",NA,NA
"1:135",519731,"occurrence",18206,52874,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"18013;18013",-108.075554,36.341667,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:136",520791,"occurrence",NA,53155,"Tyrannosauripus n. gen. pillmorei n. sp.","species",142076,"Tyrannosauripus pillmorei","species",142076,"Maastrichtian",72.1,66,"29230;29230",-104.915283,36.51083,"Tyrannosauripus",142075,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauripus","pillmorei","n. sp.","n. gen.",NA
"1:137",521017,"occurrence",NA,14620,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Lancian",70.6,66,"1921;1921",-101.5,46.900002,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:138",521038,"occurrence",NA,14621,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Lancian",70.6,66,"1921;1921",-101.5,46.900002,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:139",521248,"occurrence",NA,14494,"Albertosaurus sp.","genus",38607,"Albertosaurus","genus",38607,"Middle Campanian",83.5,70.6,"3313;3313",-109.5,49.099998,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sp.",NA,NA,"Late Campanian"
"1:140",528631,"occurrence",NA,54002,"Gorgosaurus lancensis n. sp.","species",57256,"Nanotyrannus lancensis","species",53213,"Maastrichtian",72.1,66,"14592;14592",-104.159698,45.500801,"Nanotyrannus",53212,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Gorgosaurus","lancensis","n. sp.",NA,NA
"1:141",529514,"occurrence",NA,54100,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Maastrichtian",72.1,66,"14618;14618",-107.798698,36.1693,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:142",529533,"occurrence",NA,54105,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Late Maastrichtian",70.6,66,"14627;14627",-108.816666,49.516666,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:143",530225,"occurrence",NA,54139,"Albertosaurus sp.","genus",38607,"Albertosaurus","genus",38607,"Late Santonian",85.8,70.6,"14626;14626",-85.3172,32.125801,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sp.",NA,NA,"Middle Campanian"
"1:144",534087,"occurrence",NA,55257,"Tarbosaurus sp.","genus",53224,"Tarbosaurus","genus",53224,"Maastrichtian",72.1,66,"42291;42291",100.011108,43.86639,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,NA,NA
"1:145",534501,"occurrence",NA,55287,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Lancian",70.6,66,"6835;6835",-107.149719,33.242222,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:146",534783,"occurrence",NA,55332,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Middle Campanian",83.5,70.6,"14830;14830",112.01667,43.733334,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Late Campanian"
"1:147",534973,"occurrence",18489,55352,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"18896;18896",-111.507179,50.742241,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:148",534994,"occurrence",NA,55363,"Albertosaurus sarcophagus","species",56319,"Albertosaurus sarcophagus","species",56319,"Early Maastrichtian",70.6,66,"14866;14866",-112.883331,51.995834,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sarcophagus",NA,NA,NA
"1:149",534995,"occurrence",NA,55363,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Early Maastrichtian",70.6,66,"14866;14866",-112.883331,51.995834,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:150",540057,"occurrence",NA,56320,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"15088;15088",-107.636391,36.020832,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:151",540472,"occurrence",NA,56441,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"15088;15088",-107.798058,36.024445,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:152",541265,"occurrence",NA,56614,"Albertosaurus ? sp.","genus",38607,"Albertosaurus","genus",38607,"Campanian",83.6,66,"15240;15240",-105.200546,38.373055,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sp.",NA,"?","Maastrichtian"
"1:153",545327,"occurrence",NA,14538,"Tyrannosaurus cf. rex","species",54833,"Tyrannosaurus rex","species",54833,"Lancian",70.6,66,"803;803",-104.533302,43.166698,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,"cf.",NA
"1:154",545995,"occurrence",NA,57166,"Tyrannosaurus cf. rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"803;803",-104.650002,43.266701,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,"cf.",NA
"1:155",546027,"occurrence",29769,57178,"Tyrannosaurus zhuchengensis n. sp.","species",289674,"Tyrannosaurus zhuchengensis","species",289674,"Campanian",83.6,72.1,"35717;35717",119.326942,35.956108,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","zhuchengensis","n. sp.",NA,NA
"1:156",558165,"occurrence",19301,57918,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Early Campanian",83.5,70.6,"23842;23842",-78.497307,34.571682,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:157",564427,"occurrence",23304,58913,"Gorgosaurus libratus","species",53194,"Gorgosaurus libratus","species",53194,"Late Campanian",83.5,70.6,"62727;62727",-111.620216,50.806854,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Gorgosaurus","libratus",NA,NA,NA
"1:158",564549,"occurrence",18711,58944,"Albertosaurus libratus","species",57255,"Gorgosaurus libratus","species",53194,"Late Campanian",83.5,70.6,"15355;15355",-111.612221,50.803993,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","libratus",NA,NA,NA
"1:159",565105,"occurrence",23306,59024,"Albertosaurus libratus","species",57255,"Gorgosaurus libratus","species",53194,"Late Campanian",83.5,70.6,"4205;4205",-111.504005,50.759502,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","libratus",NA,NA,NA
"1:160",565235,"occurrence",NA,59068,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Maastrichtian",72.1,66,"16780;16780",-108.892502,36.236942,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:161",566943,"occurrence",NA,34744,"Albertosaurus sp.","genus",38607,"Albertosaurus","genus",38607,"Early Maastrichtian",70.6,66,"17034;17034",-112.865601,51.549999,"Albertosaurus",38607,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","sp.",NA,NA,NA
"1:162",566954,"occurrence",NA,48193,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Lancian",70.6,66,"17042;17042",-103.624443,45.65139,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
