"","occurrence_no","record_type","reid_no","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","lng","lat","genus","genus_no","family","family_no","order","order_no","class","class_no","phylum","phylum_no","genus_name","species_name","species_reso","genus_reso","late_interval"
"1:323",1328397,"occurrence",NA,165580,"Gorgosaurus novojilovi n. sp.","species",63707,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"34612;34612",100.366669,43.479168,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Gorgosaurus","novojilovi","n. sp.",NA,"Maastrichtian"
"1:324",1328398,"occurrence",NA,51972,"Tarbosaurus n. gen. efremovi n. sp.","species",53225,"Tarbosaurus bataar","species",57254,"Late Campanian",83.5,66,"34612;34612",101.275002,43.491669,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","efremovi","n. sp.","n. gen.","Early Maastrichtian"
"1:325",1328399,"occurrence",NA,51972,"Tyrannosaurus bataar n. sp.","species",63705,"Tarbosaurus bataar","species",57254,"Late Campanian",83.5,66,"59137;59137",101.275002,43.491669,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","bataar","n. sp.",NA,"Early Maastrichtian"
"1:326",1328517,"occurrence",NA,178747,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Lancian",70.6,66,"59148;59148",-107.192223,33.154167,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:327",1331522,"occurrence",NA,179276,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Late Campanian",83.5,70.6,"59354;59354",-108.797943,44.112686,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:328",1333016,"occurrence",NA,179625,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Maastrichtian",72.1,66,"59136;59136",99.833054,43.474724,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,NA
"1:329",1333276,"occurrence",NA,167916,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Early Campanian",83.5,70.6,"59512;59512",-111.900002,37.599998,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Middle Campanian"
"1:330",1338363,"occurrence",32640,180680,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"59835;59835",101.045555,43.516388,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:331",1338364,"occurrence",NA,180681,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"9900;9900",101.052498,43.504723,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:332",1338365,"occurrence",32641,180682,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"59835;59835",101.053612,43.502499,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:333",1338367,"occurrence",NA,180684,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"10453;10453",101.029724,43.52639,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:334",1338410,"occurrence",NA,180699,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"10453;10453",101.041389,43.529167,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:335",1338411,"occurrence",NA,180700,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"10453;10453",101.032219,43.528057,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:336",1338420,"occurrence",NA,180710,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"10453;10453",101.031387,43.520557,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:337",1338567,"occurrence",NA,37007,"Tarbosaurus ? sp.","genus",53224,"Tarbosaurus","genus",53224,"Campanian",83.6,66,"9900;9900",100.374809,43.44128,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","sp.",NA,"?","Maastrichtian"
"1:338",1338653,"occurrence",32658,180812,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"59835;59835",100.455833,43.604721,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:339",1338654,"occurrence",32657,180813,"Tarbosaurus bataar","species",57254,"Tarbosaurus bataar","species",57254,"Campanian",83.6,66,"59835;59835",100.452225,43.601391,"Tarbosaurus",53224,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tarbosaurus","bataar",NA,NA,"Maastrichtian"
"1:340",1340156,"occurrence",NA,181024,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Early Campanian",83.5,70.6,"60112;60112",-111,49.599998,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:341",1348085,"occurrence",NA,182649,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Campanian",83.6,66,"60844;60844",-119.546959,54.545235,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,"Maastrichtian"
"1:342",1350466,"occurrence",NA,183109,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"61095;61095",-105.080002,45.66,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:343",1360633,"occurrence",NA,184945,"Daspletosaurus horneri","species",351539,"Daspletosaurus horneri","species",351539,"Campanian",83.6,72.1,"62031;62031",-112.582832,47.634678,"Daspletosaurus",38608,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Daspletosaurus","horneri",NA,NA,NA
"1:344",1372226,"occurrence",NA,38544,"Tyrannosaurus rex","species",54833,"Tyrannosaurus rex","species",54833,"Maastrichtian",72.1,66,"62838;62838",-107.083,47.536201,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","rex",NA,NA,NA
"1:345",1373087,"occurrence",NA,11904,"Daspletosaurus torosus","species",57258,"Daspletosaurus torosus","species",57258,"Late Campanian",83.5,70.6,"4205;4205",-111.511902,50.742401,"Daspletosaurus",38608,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Daspletosaurus","torosus",NA,NA,NA
"1:346",1380744,"occurrence",NA,189003,"Tyrannosaurus sp.","genus",38613,"Tyrannosaurus","genus",38613,"Late Maastrichtian",70.6,66,"63480;63480",-104.549721,45.889168,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","sp.",NA,NA,NA
"1:347",1380887,"occurrence",34153,167660,"Gorgosaurus libratus","species",53194,"Gorgosaurus libratus","species",53194,"Late Campanian",83.5,70.6,"63500;63500",-111.509819,50.739689,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Gorgosaurus","libratus",NA,NA,NA
"1:348",1390598,"occurrence",NA,52481,"Albertosaurus libratus","species",57255,"Gorgosaurus libratus","species",53194,"Campanian",83.6,72.1,"4205;4205",-111.616669,50.688,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Albertosaurus","libratus",NA,NA,NA
"1:349",1391207,"occurrence",NA,62533,"Tyrannosaurus sp.","genus",38613,"Tyrannosaurus","genus",38613,"Late Campanian",83.5,70.6,"46330;46330",-108.016945,36.324722,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","sp.",NA,NA,NA
"1:350",1409259,"occurrence",NA,14537,"Gorgosaurus cf. sp.","genus",53193,"Gorgosaurus","genus",53193,"Lancian",70.6,66,"66164;66164",-103.099998,45.5,"Gorgosaurus",53193,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Gorgosaurus","sp.",NA,"cf.",NA
"1:351",1409260,"occurrence",NA,14537,"Tyrannosaurus cf. sp.","genus",38613,"Tyrannosaurus","genus",38613,"Lancian",70.6,66,"66164;66164",-103.099998,45.5,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","sp.",NA,"cf.",NA
"1:352",1409290,"occurrence",NA,192251,"Tyrannosaurus cf. sp.","genus",38613,"Tyrannosaurus","genus",38613,"Lancian",70.6,66,"66164;66164",-103.488052,45.644169,"Tyrannosaurus",38613,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosaurus","sp.",NA,"cf.",NA
"1:353",1410239,"occurrence",NA,138833,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Early Maastrichtian",70.6,66,"66250;66250",-108.09536,36.287422,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"1:354",1410248,"occurrence",NA,97795,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Early Maastrichtian",70.6,66,"66250;66250",-108.066399,36.343899,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
"2",1411244,"occurrence",NA,171027,"Tyrannosauridae indet.","family",38606,"Tyrannosauridae","family",38606,"Maastrichtian",72.1,66,"66250;66250",-108.101944,36.343887,NA,NA,"Tyrannosauridae",38606,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Tyrannosauridae","indet.",NA,NA,NA
