"","occurrence_no","record_type","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","lng","lat","family","family_no","order","order_no","class","class_no","phylum","phylum_no","genus_name","species_name","genus","genus_no","reid_no","genus_reso","late_interval","species_reso"
"1:82",457987,"occurrence",45128,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Maastrichtian",72.1,66,"11749;11749",-103.939697,46.406399,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:83",457997,"occurrence",45130,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.964401,46.381901,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:84",458109,"occurrence",45136,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.964401,46.381901,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:85",458257,"occurrence",45144,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.897903,46.334,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:86",458290,"occurrence",45145,"Saurornitholestes sp.","genus",38567,"Saurornitholestes","genus",38567,"Maastrichtian",72.1,66,"11749;11749",-103.897903,46.334,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","sp.","Saurornitholestes",38567,NA,NA,NA,NA
"1:87",458360,"occurrence",45166,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Barremian",129.4,113,"11755;11755",97.583336,41.575001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,"Aptian",NA
"1:88",458372,"occurrence",45170,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Barremian",129.4,113,"11755;11755",97.616669,41.509445,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,"Aptian",NA
"1:89",459317,"occurrence",45238,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"5929;5929",-111.494652,50.736988,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:90",459318,"occurrence",45238,"Dromaeosauridae cf. indet.","family",38561,"Dromaeosauridae","family",38561,"Late Campanian",83.5,70.6,"5929;5929",-111.494652,50.736988,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"cf.",NA,NA
"1:91",459341,"occurrence",45240,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Middle Campanian",83.5,70.6,"5929;5929",-111.511536,50.752384,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:92",459342,"occurrence",45240,"Dromaeosauridae cf. indet.","family",38561,"Dromaeosauridae","family",38561,"Middle Campanian",83.5,70.6,"5929;5929",-111.511536,50.752384,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"cf.",NA,NA
"1:93",459502,"occurrence",45260,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"5929;5929",-111.480057,50.737049,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:94",459526,"occurrence",45261,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"5929;5929",-111.458488,50.749004,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:95",459527,"occurrence",45261,"Dromaeosauridae cf. indet.","family",38561,"Dromaeosauridae","family",38561,"Late Campanian",83.5,70.6,"5929;5929",-111.458488,50.749004,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"cf.",NA,NA
"1:96",459554,"occurrence",45262,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"5929;5929",-111.510078,50.748341,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:97",459555,"occurrence",45262,"Dromaeosauridae cf. indet.","family",38561,"Dromaeosauridae","family",38561,"Late Campanian",83.5,70.6,"5929;5929",-111.510078,50.748341,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"cf.",NA,NA
"1:98",459581,"occurrence",45264,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"5929;5929",-111.502129,50.747658,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:99",459582,"occurrence",45264,"Dromaeosauridae cf. indet.","family",38561,"Dromaeosauridae","family",38561,"Late Campanian",83.5,70.6,"5929;5929",-111.502129,50.747658,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"cf.",NA,NA
"1:100",459862,"occurrence",45299,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-104.002403,46.464298,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:101",460499,"occurrence",45390,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.946098,45.93903,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:102",460514,"occurrence",45391,"Richardoestesia isosceles","species",58875,"Richardoestesia isosceles","species",58875,"Maastrichtian",72.1,66,"11749;11749",-103.946098,45.93903,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,NA
"1:103",460752,"occurrence",45437,"Dromaeosauridae ? indet.","family",38561,"Dromaeosauridae","family",38561,"Late Maastrichtian",70.6,66,"56091;56091",0.73333,42.26667,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,31781,"?",NA,NA
"1:104",460778,"occurrence",45438,"Dromaeosauridae cf. indet. 5 informal","family",38561,"Dromaeosauridae","family",38561,"Late Maastrichtian",70.6,66,"17618;17618",0.73333,42.26667,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet. 5",NA,NA,18036,"cf.",NA,"informal"
"1:105",461731,"occurrence",45560,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Middle Campanian",83.5,70.6,"11964;11964",-111.138977,50.068684,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:106",461777,"occurrence",45561,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Middle Campanian",83.5,70.6,"11964;11964",-110.872475,49.127655,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:107",461778,"occurrence",45561,"Richardoestesia gilmorei","species",58874,"Richardoestesia gilmorei","species",58874,"Middle Campanian",83.5,70.6,"11964;11964",-110.872475,49.127655,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,NA,NA
"1:108",461841,"occurrence",45564,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Middle Campanian",83.5,70.6,"11964;11964",-110.874527,49.12788,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:109",461842,"occurrence",45564,"Richardoestesia gilmorei","species",58874,"Richardoestesia gilmorei","species",58874,"Middle Campanian",83.5,70.6,"11964;11964",-110.874527,49.12788,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,NA,NA
"1:110",461878,"occurrence",45565,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Middle Campanian",83.5,70.6,"11964;11964",-110.938988,49.098022,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:111",461879,"occurrence",45565,"Richardoestesia gilmorei","species",58874,"Richardoestesia gilmorei","species",58874,"Middle Campanian",83.5,70.6,"11964;11964",-110.938988,49.098022,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,NA,NA
"1:112",461915,"occurrence",45566,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Middle Campanian",83.5,70.6,"11964;11964",-110.939667,49.100048,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:113",461952,"occurrence",45567,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Middle Campanian",83.5,70.6,"11964;11964",-110.94104,49.101849,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:114",462906,"occurrence",45670,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Middle Campanian",83.5,70.6,"11964;11964",-110.840065,49.081963,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:115",462938,"occurrence",45671,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"11964;11964",-110.684402,49.075459,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:116",462940,"occurrence",45671,"Richardoestesia gilmorei","species",58874,"Richardoestesia gilmorei","species",58874,"Late Campanian",83.5,70.6,"11964;11964",-110.684402,49.075459,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,NA,NA
"1:117",462974,"occurrence",45674,"Dromaeosaurus albertensis","species",54550,"Dromaeosaurus albertensis","species",54550,"Late Campanian",83.5,70.6,"11964;11964",-110.68364,49.077595,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","albertensis","Dromaeosaurus",38566,NA,NA,NA,NA
"1:118",462975,"occurrence",45674,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"11964;11964",-110.68364,49.077595,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:119",462976,"occurrence",45674,"Richardoestesia gilmorei","species",58874,"Richardoestesia gilmorei","species",58874,"Late Campanian",83.5,70.6,"11964;11964",-110.68364,49.077595,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,NA,NA
"1:120",463127,"occurrence",45684,"Richardoestesia n. gen. gilmorei n. sp.","species",58874,"Richardoestesia gilmorei","species",58874,"Late Campanian",83.5,70.6,"11751;11751",-111.511902,50.727901,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,13107,"n. gen.",NA,"n. sp."
"1:121",463819,"occurrence",45819,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Campanian",83.6,72.1,"11964;11964",-110.722214,49.1591,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:122",463820,"occurrence",45819,"Richardoestesia gilmorei cf.","species",58874,"Richardoestesia gilmorei","species",58874,"Campanian",83.6,72.1,"48570;48570",-110.722214,49.1591,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,29315,NA,NA,"cf."
"1:123",463881,"occurrence",45820,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Middle Campanian",83.5,70.6,"11964;11964",-110.848457,49.13797,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:124",463921,"occurrence",45821,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Campanian",83.6,72.1,"11964;11964",-110.719452,49.161789,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:125",463923,"occurrence",45821,"Richardoestesia gilmorei","species",58874,"Richardoestesia gilmorei","species",58874,"Campanian",83.6,72.1,"11964;11964",-110.719452,49.161789,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,NA,NA
"1:126",463954,"occurrence",45822,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"11964;11964",-110.700768,49.07629,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:127",464339,"occurrence",13142,"Dromaeosauridae ? indet.","family",38561,"Dromaeosauridae","family",38561,"Maastrichtian",72.1,66,"4381;4381",-106.099998,47.799999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"?",NA,NA
"1:128",464372,"occurrence",14514,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Lancian",70.6,66,"1129;1129",-108.667801,41.568298,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:129",464375,"occurrence",14514,"Dromaeosaurus sp.","genus",38566,"Dromaeosaurus","genus",38566,"Lancian",70.6,66,"1129;1129",-108.667801,41.568298,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","sp.","Dromaeosaurus",38566,NA,NA,NA,NA
"1:130",464437,"occurrence",14549,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Lancian",70.6,66,"12202;12202",-106.400002,47.516701,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:131",464441,"occurrence",14565,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Lancian",70.6,66,"12202;12202",-104.569,43.16526,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:132",464497,"occurrence",14585,"Zapsalis cf. sp.","genus",52959,"Zapsalis","genus",52959,"Late Maastrichtian",70.6,66,"48570;48570",-104.637001,43.116329,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Zapsalis","sp.","Zapsalis",52959,29313,"cf.",NA,NA
"1:133",464635,"occurrence",45892,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"11964;11964",-110.700768,49.07629,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:134",464637,"occurrence",45892,"Richardoestesia gilmorei","species",58874,"Richardoestesia gilmorei","species",58874,"Late Campanian",83.5,70.6,"11964;11964",-110.700768,49.07629,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,NA,NA
"1:135",464676,"occurrence",45893,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"11964;11964",-110.715843,49.074078,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:136",464709,"occurrence",45894,"Dromaeosaurus albertensis","species",54550,"Dromaeosaurus albertensis","species",54550,"Campanian",83.6,72.1,"11964;11964",-110.70282,49.075844,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","albertensis","Dromaeosaurus",38566,NA,NA,NA,NA
"1:137",464710,"occurrence",45894,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Campanian",83.6,72.1,"11964;11964",-110.70282,49.075844,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:138",464711,"occurrence",45894,"Richardoestesia gilmorei","species",58874,"Richardoestesia gilmorei","species",58874,"Campanian",83.6,72.1,"11964;11964",-110.70282,49.075844,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,NA,NA
"1:139",464756,"occurrence",45897,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Late Campanian",83.5,70.6,"11964;11964",-110.732346,49.187008,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,NA,NA
"1:140",464758,"occurrence",45897,"Richardoestesia gilmorei","species",58874,"Richardoestesia gilmorei","species",58874,"Late Campanian",83.5,70.6,"11964;11964",-110.732346,49.187008,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,NA,NA
"1:141",464793,"occurrence",45898,"Dromaeosaurus albertensis","species",54550,"Dromaeosaurus albertensis","species",54550,"Late Campanian",83.5,70.6,"11964;11964",-110.73439,49.193851,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","albertensis","Dromaeosaurus",38566,NA,NA,NA,NA
