"","occurrence_no","record_type","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","lng","lat","family","family_no","order","order_no","class","class_no","phylum","phylum_no","genus_name","species_name","genus","genus_no","reid_no","genus_reso","late_interval","species_reso"
"1:195",488107,"occurrence",14559,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Lancian",70.6,66,"12202;12202",-106.300003,47.583302,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:196",488132,"occurrence",14560,"Richardoestesia gilmorei cf.","species",58874,"Richardoestesia gilmorei","species",58874,"Lancian",70.6,66,"48570;48570",-107.25,47.549999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,NA,"cf."
"1:197",488175,"occurrence",14566,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"13103;13103",-104.494713,43.128948,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:198",488200,"occurrence",14566,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Lancian",70.6,66,"48570;48570",-104.494713,43.128948,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,NA,NA,NA,NA
"1:199",488225,"occurrence",14568,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Lancian",70.6,66,"13103;13103",-107.183327,47.516701,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:200",488226,"occurrence",14568,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"13103;13103",-107.183327,47.516701,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:201",488248,"occurrence",14574,"Richardoestesia gilmorei cf.","species",58874,"Richardoestesia gilmorei","species",58874,"Lancian",70.6,66,"48570;48570",-106.916702,47.533298,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,NA,"cf."
"1:202",488263,"occurrence",14577,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"13103;13103",-104.583298,43.233299,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:203",488266,"occurrence",14577,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Lancian",70.6,66,"48570;48570",-104.583298,43.233299,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,NA,NA,NA,NA
"1:204",488294,"occurrence",14582,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Lancian",70.6,66,"48570;48570",-106.916702,47.0667,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,NA,NA,NA,NA
"1:205",488339,"occurrence",14582,"Dromaeosauridae ? indet.","family",38561,"Dromaeosauridae","family",38561,"Lancian",70.6,66,"13103;13103",-106.916702,47.0667,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"?",NA,NA
"1:206",488349,"occurrence",14582,"Richardoestesia gilmorei cf.","species",58874,"Richardoestesia gilmorei","species",58874,"Lancian",70.6,66,"48570;48570",-106.916702,47.0667,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,NA,"cf."
"1:207",488359,"occurrence",14585,"Richardoestesia isosceles cf.","species",58875,"Richardoestesia isosceles","species",58875,"Late Maastrichtian",70.6,66,"34479;34479",-104.637001,43.116329,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,"cf."
"1:208",488429,"occurrence",14653,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Lancian",70.6,66,"48570;48570",-106.283302,47.599998,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,NA,NA,NA,NA
"1:209",488431,"occurrence",14653,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"13103;13103",-106.283302,47.599998,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:210",488549,"occurrence",14643,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Lancian",70.6,66,"48570;48570",-104.466698,43.200001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,29230,NA,NA,NA
"1:211",488599,"occurrence",14639,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"13103;13103",-107.050003,47.516701,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:212",488600,"occurrence",14639,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Lancian",70.6,66,"48570;48570",-107.050003,47.516701,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,29311,NA,NA,NA
"1:213",488625,"occurrence",14615,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Lancian",70.6,66,"48570;48570",-106.883301,47.533298,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,NA,NA,NA,NA
"1:214",488626,"occurrence",14615,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Lancian",70.6,66,"13103;13103",-106.883301,47.533298,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:215",488852,"occurrence",14609,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Lancian",70.6,66,"13103;13103",-104.533302,43.233299,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:216",488859,"occurrence",14613,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Lancian",70.6,66,"48570;48570",-107.23333,47.599998,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,NA,NA,NA,NA
"1:217",488891,"occurrence",14605,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"13103;13103",-106.5,47.733299,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:218",488975,"occurrence",14596,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"13103;13103",-104.566704,43.150002,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:219",489004,"occurrence",14580,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"13103;13103",-106.099998,47.799999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:220",489008,"occurrence",14575,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"13103;13103",-106.199997,47.650002,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:221",489009,"occurrence",14575,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Lancian",70.6,66,"13103;13103",-106.199997,47.650002,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:222",489013,"occurrence",14583,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Lancian",70.6,66,"48570;48570",-106.199997,47.633301,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,NA,NA,NA,NA
"1:223",489015,"occurrence",14562,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Lancian",70.6,66,"13103;13103",-106.183296,47.866699,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:224",489018,"occurrence",14562,"Dromaeosauridae cf. indet.","family",38561,"Dromaeosauridae","family",38561,"Lancian",70.6,66,"13103;13103",-106.183296,47.866699,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"cf.",NA,NA
"1:225",489023,"occurrence",14506,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Lancian",70.6,66,"48570;48570",-106.199997,47.633301,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,NA,NA,NA,NA
"1:226",489024,"occurrence",14509,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Lancian",70.6,66,"48570;48570",-106.199997,47.633301,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,NA,NA,NA,NA
"1:227",489031,"occurrence",14617,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"13103;13103",-106.199997,47.633301,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:228",489032,"occurrence",14623,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"13103;13103",-106.199997,47.633301,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:229",489033,"occurrence",14623,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Lancian",70.6,66,"13103;13103",-106.199997,47.633301,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:230",489036,"occurrence",14624,"Richardoestesia isosceles cf.","species",58875,"Richardoestesia isosceles","species",58875,"Lancian",70.6,66,"48570;48570",-106.199997,47.633301,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","isosceles","Richardoestesia",58873,NA,NA,NA,"cf."
"1:231",489037,"occurrence",14624,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Lancian",70.6,66,"48570;48570",-106.199997,47.633301,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,NA,NA,NA,NA
"1:232",489040,"occurrence",14629,"Zapsalis cf. sp.","genus",52959,"Zapsalis","genus",52959,"Lancian",70.6,66,"48570;48570",-106.199997,47.633301,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Zapsalis","sp.","Zapsalis",52959,29305,"cf.",NA,NA
"1:233",489044,"occurrence",14647,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"13103;13103",-106.183296,47.616699,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:234",489046,"occurrence",14650,"Richardoestesia sp.","genus",58873,"Richardoestesia","genus",58873,"Lancian",70.6,66,"13103;13103",-106.183296,47.616699,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","sp.","Richardoestesia",58873,NA,NA,NA,NA
"1:235",489049,"occurrence",14650,"Saurornitholestinae indet.","subfamily",143992,"Saurornitholestinae","subfamily",143992,"Lancian",70.6,66,"48570;48570",-106.183296,47.616699,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestinae","indet.",NA,NA,NA,NA,NA,NA
"1:236",489973,"occurrence",49415,"Unenlagia paynemili n. sp.","species",65423,"Unenlagia paynemili","species",65423,"Late Turonian",93.5,85.8,"13199;13199",-68.724556,-38.453194,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Unenlagia","paynemili","Unenlagia",65421,23529,NA,"Early Coniacian","n. sp."
"1:237",490810,"occurrence",45975,"Dromaeosauridae ? indet.","family",38561,"Dromaeosauridae","family",38561,"Late Kimmeridgian",155.7,145,"13255;13255",-108.397202,38.583099,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"?","Early Tithonian",NA
"1:238",490999,"occurrence",49527,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Maastrichtian",72.1,66,"13266;13266",-105.011108,39.810833,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:239",491002,"occurrence",49528,"Dromaeosauridae ? indet.","family",38561,"Dromaeosauridae","family",38561,"Maastrichtian",72.1,66,"13266;13266",-105.019165,39.793888,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,31397,"?",NA,NA
"1:240",491012,"occurrence",49534,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Maastrichtian",72.1,66,"13266;13266",-105.200279,39.791389,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:241",491029,"occurrence",49539,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Maastrichtian",72.1,66,"13266;13266",-105.036667,39.836666,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:242",491042,"occurrence",49547,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Maastrichtian",72.1,66,"13266;13266",-105.110275,39.8675,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:243",491326,"occurrence",22679,"Dromaeosaurinae indet.","subfamily",54552,"Dromaeosaurinae","subfamily",54552,"Late Albian",105.3,93.5,"13288;13288",-111.038002,39.051498,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurinae","indet.",NA,NA,NA,NA,"Early Cenomanian",NA
"1:244",491327,"occurrence",22679,"Velociraptorinae indet.","subfamily",54553,"Velociraptorinae","subfamily",54553,"Late Albian",105.3,93.5,"13288;13288",-111.038002,39.051498,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Velociraptorinae","indet.",NA,NA,NA,NA,"Early Cenomanian",NA
"1:245",491374,"occurrence",14410,"Dromaeosauridae ? indet.","family",38561,"Dromaeosauridae","family",38561,"Late Santonian",85.8,70.6,"1411;1411",-113,37.700001,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"?","Early Campanian",NA
"1:246",491406,"occurrence",14421,"Dromaeosauridae cf. indet.","family",38561,"Dromaeosauridae","family",38561,"Early Campanian",83.5,70.6,"1414;1414",-112.899109,37.591667,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"cf.",NA,NA
"1:247",491421,"occurrence",14430,"Dromaeosauridae ? indet.","family",38561,"Dromaeosauridae","family",38561,"Early Campanian",83.5,70.6,"1414;1414",-112.884064,37.592609,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,"?",NA,NA
"1:248",491737,"occurrence",49651,"Dromaeosauridae ? indet.","family",38561,"Dromaeosauridae","family",38561,"Aptian",125,109,"13299;13299",128.518097,36.047199,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,13473,"?","Early Albian",NA
"1:249",498258,"occurrence",50352,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Aptian",125,100.5,"13525;13525",-107.895401,44.5089,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,"Albian",NA
"1:250",498264,"occurrence",50355,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Aptian",125,100.5,"13525;13525",-108.322403,44.978199,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,"Albian",NA
"1:251",498286,"occurrence",50357,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Valanginian",139.8,132.9,"13526;13526",136.633331,36.166668,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:252",498307,"occurrence",50359,"Dromaeosauridae indet.","family",38561,"Dromaeosauridae","family",38561,"Valanginian",139.8,132.9,"13526;13526",136.633331,36.166668,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosauridae","indet.",NA,NA,NA,NA,NA,NA
"1:253",498873,"occurrence",50475,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Albian",113,100.5,"13525;13525",-108.182602,45.4244,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,NA,NA
"1:254",498882,"occurrence",47346,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Albian",113,100.5,"13525;13525",-109.685501,46.337502,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,NA,NA
"1:255",498887,"occurrence",50483,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Albian",113,100.5,"13525;13525",-108.811302,45.197399,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,NA,NA
"1:256",498889,"occurrence",50484,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Albian",113,100.5,"13525;13525",-108.750099,45.3559,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,NA,NA
"1:257",498891,"occurrence",50486,"Deinonychus ? sp.","genus",38562,"Deinonychus","genus",38562,"Albian",113,100.5,"13525;13525",-107.572601,43.219398,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","sp.","Deinonychus",38562,NA,"?",NA,NA
"1:258",498894,"occurrence",50488,"Deinonychus ? sp.","genus",38562,"Deinonychus","genus",38562,"Albian",113,100.5,"13525;13525",-108.811798,45.3559,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","sp.","Deinonychus",38562,NA,"?",NA,NA
"1:259",498900,"occurrence",50491,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Albian",113,100.5,"13525;13525",-108.811302,45.341202,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,NA,NA
"1:260",498909,"occurrence",50496,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Albian",113,100.5,"13525;13525",-108.322403,44.978199,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,NA,NA
"1:261",498918,"occurrence",50498,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Albian",113,100.5,"13525;13525",-108.322403,44.978199,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,NA,NA
"1:262",499154,"occurrence",50525,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Albian",113,100.5,"13525;13525",-108.2649,45.380501,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,NA,NA
"1:263",499160,"occurrence",50531,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Albian",113,100.5,"13525;13525",-108.038498,45.409698,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,NA,NA
"1:264",499169,"occurrence",50539,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Albian",113,100.5,"13525;13525",-108.100197,45.351299,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,NA,NA
"1:265",499171,"occurrence",50540,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Albian",113,100.5,"13525;13525",-108.811302,45.283699,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,NA,NA
"1:266",499605,"occurrence",50686,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Aptian",125,100.5,"13525;13525",-108.141403,45.438999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,"Albian",NA
"1:267",499612,"occurrence",50688,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Aptian",125,100.5,"13525;13525",-108.162003,45.438999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,"Albian",NA
"1:268",499659,"occurrence",50697,"Deinonychus antirrhopus","species",54555,"Deinonychus antirrhopus","species",54555,"Albian",113,100.5,"13525;13525",-108.141403,45.438999,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,NA,NA,NA,NA
"1:269",499670,"occurrence",50699,"Deinonychus sp.","genus",38562,"Deinonychus","genus",38562,"Albian",113,100.5,"13525;13525",-108.811302,45.2262,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","sp.","Deinonychus",38562,NA,NA,NA,NA
"1:270",499686,"occurrence",50706,"Deinonychus ? sp.","genus",38562,"Deinonychus","genus",38562,"Albian",113,100.5,"13525;13525",-108.811302,45.2262,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","sp.","Deinonychus",38562,NA,"?",NA,NA
"1:271",499688,"occurrence",50707,"Deinonychus n. gen. antirrhopus n. sp.","species",54555,"Deinonychus antirrhopus","species",54555,"Albian",113,100.5,"13525;13525",-108.811302,45.2262,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Deinonychus","antirrhopus","Deinonychus",38562,34813,"n. gen.",NA,"n. sp."
"1:272",499902,"occurrence",50729,"Velociraptor cf. mongoliense","species",364669,"Velociraptor mongoliensis","species",54554,"Campanian",83.6,66,"13553;13553",106.98278,41.500557,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Velociraptor","mongoliense","Velociraptor",38564,NA,"cf.","Maastrichtian",NA
"1:273",501543,"occurrence",14490,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Middle Campanian",83.5,70.6,"13752;13752",-109.099998,46.099998,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,"Late Campanian",NA
"1:274",508630,"occurrence",14457,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Middle Campanian",83.5,70.6,"13752;13752",-109.099998,46.099998,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,"Late Campanian",NA
"1:275",508632,"occurrence",14457,"Richardoestesia gilmorei","species",58874,"Richardoestesia gilmorei","species",58874,"Middle Campanian",83.5,70.6,"13752;13752",-109.099998,46.099998,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Richardoestesia","gilmorei","Richardoestesia",58873,NA,NA,"Late Campanian",NA
"1:276",508635,"occurrence",14434,"Dromaeosaurus albertensis","species",54550,"Dromaeosaurus albertensis","species",54550,"Middle Campanian",83.5,70.6,"13752;13752",-109.099998,46.099998,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Dromaeosaurus","albertensis","Dromaeosaurus",38566,NA,NA,"Late Campanian",NA
"1:277",508636,"occurrence",14434,"Saurornitholestes langstoni","species",54556,"Saurornitholestes langstoni","species",54556,"Middle Campanian",83.5,70.6,"13752;13752",-109.099998,46.099998,"Dromaeosauridae",38561,"Avetheropoda",55483,"Saurischia",38505,"Chordata",33815,"Saurornitholestes","langstoni","Saurornitholestes",38567,NA,NA,"Late Campanian",NA
